,event_date,year,event_type,sub_event_type,actor1,actor2,interaction,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp,population_1km,population_2km,population_5km,population_best,nrEvents,category
1380,2024-11-11,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Solino,18.5494,-72.3222,Alterpresse; Amerique Info 7; Le Nouvelliste (Haiti); Trip Foumi,"On 11 November 2024, in Port-au-Prince - Solino, Ouest, for a second consecutive day, the Viv Ansanm Gang attacked residents and burned their houses in the Solino neighbourhood. Some residents threw stones and bottles as they tried to resist the gang offensive. A young musician man was shot and killed. There were several injured, including a elderly woman. The Viv Ansanm Gang launched simultaneous attacks in neighborhoods of Port-au-Prince, Petionville, Tabarre, and Croix-des-Bouquets communes (coded separately) after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). 1 fatality, at least 1 injured.",1,1753945649,8198.0,8198.0,8198.0,8198.0,1,2024
1381,2024-11-12,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Solino,18.5494,-72.3222,Metropole; Vi Free Press,"On 12 November 2024, in Port-au-Prince - Solino, Ouest, for a third consecutive day, the Viv Ansanm Gang attack residents in the Solino neighborhood. At least one of the victims was a man whose body was found on the street. At least 13 people were killed during gang attacks in Solino and Ti Cherie neighborhoods (coded separately) on that day. At least 13 fatalities split across two events. 6 fatalities coded here.",6,1753945649,8198.0,8198.0,8198.0,8198.0,1,2024
1382,2024-11-14,2024,Violence against civilians,Sexual violence,Belair Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Solino,18.5494,-72.3222,Gazette Haiti; Haiti Standard; Jamaica Observer; Le Nouvelliste (Haiti); RNDDH: National Human Rights Defense Network,"On 14 November 2024, in Port-au-Prince - Solino, Ouest, for a fifth consecutive day, members of the Belair Gang (affiliated to the Viv Ansanm Gang) raped women, attacked residents, and set fire to their houses in the Solino neighborhood. An unknown number of people were killed. Others fled their homes. The criminals had taken control of Solino the day prior after clashes with police forces (coded separately). Armed clashes were also reported in the area on 14 November (coded separately). Unspecified number of fatalities coded as 3.",3,1759191936,8198.0,8198.0,8198.0,8198.0,1,2024
1383,2024-11-12,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Ti Cherie,18.5506,-72.3254,Alterpresse; Le Nouvelliste (Haiti); Metropole,"On 12 November 2024, in Port-au-Prince - Ti Cherie, the Viv Ansanm Gang killed at least two people as they set fire to the Ti Cherie neighbourhood (up to four fatalities according to another source). The victims were described as young people who were resisting the gang members assault, although it was not clarified if they were members of self-defense groups. At least 13 people were killed during gang attacks in Ti Cherie and Solino neighborhoods (coded separately) on that day. At least 13 fatalities split across two events. 7 fatalities coded here.",7,1753945649,3951.0,3951.0,3951.0,3951.0,1,2024
1384,2024-11-10,2024,Strategic developments,Other,Viv Ansanm Gang,,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre,18.5833,-72.2667,Alterpresse; Amerique Info 7; Rezo Nodwes,"Other: On 10 November 2024, in Tabarre, Ouest, overnight, gunshots were heard in Tabarre 27, Chateau Blond, and Torcelle neighborhoods. This was likely the authorship of the Viv Ansanm Gang, who had threatened with armed offensives after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). Gunshots were also heard in Port-au-Prince, Cite Soleil, Carrefour, Delmas, and Petionville communes (coded separately).",0,1753945649,6507.0,6965.0,6965.0,,1,2024
1385,2024-11-11,2024,Violence against civilians,Abduction/forced disappearance,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre,18.5833,-72.2667,Amerique Info 7; Haiti Press Network; Le Nouvelliste (Haiti),"On 11 November 2024, in Tabarre, Ouest, armed individuals (likely from the Viv Ansanm Gang) perpetrated a kidnapping in the commune. The number of victims and their whereabouts are unknown. Sporadic gunshots were heard in Cazeau, Torcelle, Chateau Blond, and Caradeux neighborhoods. The Viv Ansanm Gang launched simultaneous attacks in neighborhoods of Port-au-Prince, Petionville, Tabarre, and Croix-des-Bouquets communes (coded separately) after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately).",0,1753945649,6507.0,6965.0,6965.0,6965.0,1,2024
1386,2024-11-11,2024,Battles,Armed clash,Unidentified Armed Group (Haiti),Unidentified Armed Group (Haiti),Political militia-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre,18.5833,-72.2667,GardaWorld,"Around 11 November 2024 (as reported), in Tabarre, Ouest, armed clashes were registered in the commune. Casualties unknown.",0,1753945649,6507.0,6965.0,6965.0,6965.0,1,2024
1387,2024-11-11,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (United States),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre - Aeroport Toussaint Louverture,18.5783,-72.2913,Alterpresse; El Nacional (Dominican Republic); Haiti Standard; Le Nouvelliste (Haiti); Rezo Nodwes,"On 11 November 2024, in Tabarre - Aeroport Toussaint Louverture, Ouest, armed members of the Viv Ansanm Gang shot at a Spirit Airlines aircraft when it was about to land at the Toussaint Louverture Airport. There were no casualties among the passengers, although a stewardess was injured by a bullet as the plane was hit by at least four shots. The flight came from the US and diverted to the Dominican Republic, where the pilot landed. On the same day, a JetBlue aircraft that had taken off towards New York (US) was shot at by the gang members. No injuries were reported. The Viv Ansanm Gang launched simultaneous attacks in neighborhoods of Port-au-Prince, Petionville, Tabarre, and Croix-des-Bouquets communes (coded separately) after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). 1 injured.",0,1753945649,3200.0,3200.0,3200.0,3200.0,1,2024
1388,2024-11-12,2024,Battles,Armed clash,Unidentified Gang (Haiti),Police Forces of Haiti (2024-),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre,18.5833,-72.2667,Le Nouvelliste (Haiti),"On 12 November 2024, in Tabarre, Ouest, gang members (likely from the Viv Ansanm Gang) engaged in armed clashes with police forces in the commune. Gunshots were heard in Croix-des-Missions. Armed individuals were seen in the area, but there is no information on the circumstances of the gunshots. According to the UN spokesman, there were more than 20 armed clashes on 12 November in the Port-au-Prince metropolitan area. The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 7 fatalities coded in this event.",7,1753945649,6507.0,6965.0,6965.0,6965.0,1,2024
1389,2024-11-11,2024,Strategic developments,Other,Civilians (Haiti),,Civilians only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Cite Soleil,Cite Soleil,18.5783,-72.3356,Gazette Haiti; Haiti Press Network; SG Alert (Whatsapp),"Other: On 11 November 2024, in Cite Soleil, Ouest, roadblocks of burning tires were set up in Carrefour Vincent (Sarthe neighbourhood), and in the Drouillard and Duvivier neighborhoods. This was likely the authorship of civilians trying to resist gang members attacking Sarthe area on that day (coded separately) and Drouillard over the weekend (coded separately).",0,1732572294,17876.0,18572.0,18572.0,,1,2024
1390,2024-11-12,2024,Violence against civilians,Attack,Canaan Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Cite Soleil,Cite Soleil - Drouillard,18.5835,-72.3268,Amerique Info 7; Metropole,"On 12 November 2024, in Cite Soleil - Drouillard, Ouest, gang members (likely from the Canaan Gang) attacked the Drouillard and Sarthe neighborhoods (coded separately) as they tried to invade the area. This was likely in support of the Viv Ansanm Gang offensive launched after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1732572294,35327.0,35327.0,35327.0,35327.0,1,2024
1391,2024-11-11,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Unidentified Gang (Haiti),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas,18.5447,-72.3028,GardaWorld; Haiti Press Network; Le Nouvelliste (Haiti),"Around 11 November 2024 (as reported), in Delmas, Ouest, armed clashes (likely between police forces and gang members) were registered in the commune. Between 11 and 14 November, at least 29 people were shot and injured as part of armed violence in Delmas. At least 29 injured split across six events (4 injured coded here). The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 8 fatalities coded in this event.",8,1753945649,4196.0,4196.0,4196.0,4196.0,1,2024
1392,2024-11-11,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Carrefour Aeroport/Delmas 13,18.5532,-72.3148,Haiti Press Network; Haiti Standard; Le Nouvelliste (Haiti),"On 11 November 2024, in Delmas - Carrefour Aeroport/Delmas 13, Ouest, police forces clashed with armed gang members (likely from the Viv Ansanm Gang) in the Carrefour Aeroport neighbourhood. Shots were fired in the direction of the Toussaint Louverture Airport, where several aircrafts were hit (coded separately). Civilians who were around were seen hiding to avoid being hit by the bullets. Several people were shot and wounded. Gunshots were heard on Airport Road, as well as in Pele Simon and Delmas 19. The Viv Ansanm Gang launched simultaneous attacks in neighborhoods of Port-au-Prince, Petionville, Tabarre, and Croix-des-Bouquets communes (coded separately) after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). Between 11 and 14 November, at least 29 people were shot and injured as part of armed violence in Delmas. At least 29 injured split across six events (5 injured coded here). The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 8 fatalities coded in this event.",8,1753945649,3077.0,3077.0,3077.0,3077.0,1,2024
1393,2024-11-11,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Carrefour Drouillard/Parc Industriel,18.5731,-72.3141,Haiti Press Network; Le Nouvelliste (Haiti),"On 11 November 2024, in Delmas - Carrefour Drouillard/Parc Industriel, Ouest, the Viv Ansanm Gang attacked the vicinity of the National Industrial Parks Corporation (SONAPI). The mentioned gang launched simultaneous attacks in neighborhoods of Port-au-Prince, Petionville, Tabarre, and Croix-des-Bouquets communes (coded separately) after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). Between 11 and 14 November, at least 29 people were shot and injured as part of armed violence in Delmas. At least 29 injured split across six events. 5 injured coded here. The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,14298.0,14298.0,14298.0,14298.0,1,2024
1394,2024-11-12,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Carrefour Drouillard/Parc Industriel,18.5731,-72.3141,Haiti Press Network; Metropole,"On 12 November 2024, in Delmas - Carrefour Drouillard/Parc Industriel, Ouest, for a second consecutive day, armed gang members attacked several sectors in the vicinity of the National Industrial Parks Corporation (SONAPI). This was likely part of the Viv Ansanm Gang offensive launched after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). Several people were injured. Between 11 and 14 November, at least 29 people were shot and injured as part of armed violence in Delmas. At least 29 injured split across six events. 5 injured coded here.",0,1753945649,14298.0,14298.0,14298.0,14298.0,1,2024
1395,2024-11-11,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Kraze Barye Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petion Ville - Vivy Mitchell,18.53,-72.2622,GardaWorld; Le Nouvelliste (Haiti); Rezo Nodwes,"On 11 November 2024, in Petion Ville - Vivy Mitchell, Ouest, overnight, police forces clashed with the Kraze Barye Gang as they attacked residents (coded separately) in the Vivy Mitchell neighbourhood. According to residents, police forces managed to expel the criminals. The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 8 fatalities coded in this event.",8,1753945649,15665.0,15665.0,15665.0,15665.0,1,2024
1396,2024-11-11,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Solino,18.5494,-72.3222,GardaWorld; Jamaica Gleaner; Le Nouvelliste (Haiti); Rezo Nodwes,"On 11 November 2024, in Port-au-Prince - Solino, Ouest, police forces clashed with gang members (likely from the Viv Ansanm Gang) in Solino and several other neighborhoods of Port-au-Prince. At least a man riding a motorcycle was shot and injured. Gunshots were heard near the Sylvio Cator Stadium (Morne a Tuf neighborhood), Bas Peu de Choses, and Champs de Mars neighborhoods, as well as Capois Street and Christophe Avenue. Clashes took place as the Viv Ansanm Gang attacked residents in the commune (coded separately).The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 8 fatalities coded in this event. At least 1 injured.",8,1753945649,8198.0,8198.0,8198.0,8198.0,1,2024
1397,2024-11-14,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas - Sylvio Cator/Delmas 28,18.5535,-72.3186,Haiti Press Network; Jamaica Observer,"On 14 November 2024, in Delmas - Sylvio Cator/Delmas 28, Ouest, gang members (likely from the Viv Ansanm Gang) attacked residents in Delmas 24. Many families fled their homes. Between 11 and 14 November, at least 29 people were shot and injured as part of armed violence in Delmas. At least 29 injured split across six events. 5 injured coded here. The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,7454.0,7454.0,7454.0,7454.0,1,2024
1398,2024-11-12,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Kraze Barye Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petion Ville - Vivy Mitchell,18.53,-72.2622,Gazette Haiti; Le Nouvelliste (Haiti); Metropole,"On 12 November 2024, in Petion Ville - Vivy Mitchell, Ouest, for a second consecutive day, police forces who were deployed in the Vivy Mitchell neighbourhood clashed with members the Kraze Barye Gang as they attacked residents in the area (coded separately). Police forces, supported by armed members of the population, managed to expel the criminals. The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 8 fatalities coded in this event.",8,1753945649,15665.0,15665.0,15665.0,15665.0,1,2024
1399,2024-11-13,2024,Violence against civilians,Attack,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petion Ville - Bellevue la Montagne,18.4678,-72.2776,Le Nouvelliste (Haiti); Rezo Nodwes,"On 13 November 2024, in Petion Ville - Bellevue la Montagne, Ouest, gang members fired tear gas against residents as they tried to take control of the Bellevue and Belvil (coded separately) neighborhoods. The criminals also threatened and forced civilians to leave their properties. The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,4808.0,12946.0,17063.0,17063.0,1,2024
1400,2024-11-13,2024,Violence against civilians,Attack,Unidentified Gang (Haiti),Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petion Ville - Belvil,18.5285,-72.254,Le Nouvelliste (Haiti); Rezo Nodwes,"On 13 November 2024, in Petion Ville - Belvil, Ouest, gang members fired tear gas against residents as they tried to take control of the Belvil and Bellevue (coded separately) neighborhoods. The criminals also threatened and forced civilians to leave their properties. The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,9748.0,11752.0,11752.0,11752.0,1,2024
1401,2024-11-12,2024,Battles,Armed clash,Unidentified Gang (Haiti),Police Forces of Haiti (2024-),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Carrefour,Carrefour,18.5411,-72.3992,Le Nouvelliste (Haiti); Vi Free Press,"On 12 November 2024, in Carrefour, Ouest, armed clashes (likely between police forces and gang members) were registered in the commune. According to the UN spokesman, there were more than 20 armed clashes on 12 November in the Port-au-Prince metropolitan area. The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 8 fatalities coded in this event.",8,1753945649,11066.0,11962.0,11962.0,11962.0,1,2024
1402,2024-11-12,2024,Battles,Armed clash,Unidentified Gang (Haiti),Police Forces of Haiti (2024-),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince,18.5435,-72.3388,Le Nouvelliste (Haiti),"On 12 November 2024, in Port-au-Prince, Ouest, armed clashes (likely between police forces and gang members) were registered in the commune. According to the UN spokesman, there were more than 20 armed clashes on 12 November in the Port-au-Prince metropolitan area. The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 7 fatalities coded in this event.",7,1753945649,13864.0,13864.0,13864.0,13864.0,1,2024
1403,2024-11-08,2024,Strategic developments,Other,Government of Haiti (2024-),,State forces only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince,18.5435,-72.3388,Alterpresse; Haiti Standard; Le Nouvelliste (Haiti); Rezo Nodwes,"Other: On 8 November 2024, in Port-au-Prince, Ouest, eight out of the nine Presidential Transitional Council (PTC) members signed a resolution stating the replacement of Garry Conille by Alix Didier Fils-Aime as the head of the Transitional Government. On 11 November, the decision (taken by consensus) was published in Le Moniteur, the official journal of the Republic of Haiti. Alix Didier Fils-Aime sworn as Prime Minister (PM) on the same day, and was installed at the PM's residence in Musseau neighbourhood. Garry Conille contested the PTC decision considering it illegal and unconstitutional. A new government integrated by 18 ministers took office on 16 November.",0,1732572294,13864.0,13864.0,13864.0,,1,2024
1404,2024-11-14,2024,Battles,Armed clash,Police Forces of Haiti (2024-),Viv Ansanm Gang,State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Solino,18.5494,-72.3222,Le Nouvelliste (Haiti); Rezo Nodwes; Vi Free Press,"On 14 November 2024, in Port-au-Prince - Solino, Ouest, for a second consecutive day, police forces engaged in armed clashes with the Viv Ansanm Gang as they attacked residents in the Solino neighbourhood (coded separately). Residents fled their homes. The UN reported at least 150 fatalities in violent events that happened during the 11 November week, around 83 fatalities were reported during clashes between police and gangs. 83 fatalities split into 11 armed clash events between police forces and gangs coded between 11 and 15 November in Port-au-Prince. 7 fatalities coded in this event.",7,1753945649,8198.0,8198.0,8198.0,8198.0,1,2024
1405,2024-11-11,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Fort National,18.5476,-72.3307,Le Nouvelliste (Haiti),"On 11 November 2024, in Port-au-Prince - Fort National, Ouest, armed individuals (likely from the Viv Ansanm Gang) attacked the Fort National neighbourhood. The Viv Ansanm Gang had threatened with armed offensives after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,16009.0,16009.0,16009.0,16009.0,1,2024
1406,2024-11-12,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Fort National,18.5476,-72.3307,Metropole,"On 12 November 2024, in Port-au-Prince - Fort National, Ouest, for a second consecutive day, armed gang members (likely from the Viv Ansanm Gang) attacked the Fort National neighbourhood as they tried to invade the area. This was likely part of the Viv Ansanm Gang offensive launched after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,16009.0,16009.0,16009.0,16009.0,1,2024
1407,2024-11-11,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Nazon,18.5463,-72.3209,Le Nouvelliste (Haiti),"On 11 November 2024, near Port-au-Prince - Nazon, Ouest, the Viv Ansanm Gang attacked an area near Carrefour Nazon. The mentioned gang launched simultaneous attacks in neighborhoods of Port-au-Prince, Petionville, Tabarre, and Croix-des-Bouquets communes (coded separately) after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,19123.0,19123.0,19123.0,19123.0,1,2024
1408,2024-11-13,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Solino,18.5494,-72.3222,Alterpresse,"On 13 November 2024, in Port-au-Prince - Solino, Ouest, for a fourth consecutive day, in the morning, armed gang members (likely from the Viv Ansanm Gang) attacked residents and set fire to their houses in the Solino neighbourhood. Many residents were displaced. Police forces intervened and clashed with the criminals (coded separately). The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,8198.0,8198.0,8198.0,8198.0,1,2024
1409,2024-11-13,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre - Chateau Blond,18.5616,-72.2509,Le Nouvelliste (Haiti),"On 13 November 2024, in Tabarre - Chateau Blond, armed individuals (likely from the Viv Ansanm Gang) attacked areas near the US Embassy. This was likely part of Viv Ansanm Gang offensives after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,7655.0,7967.0,7967.0,7967.0,1,2024
1410,2024-11-12,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Tabarre,Tabarre - Duvivier/Galette Goureau,18.5875,-72.26,Metropole,"On 12 November 2024, in Tabarre - Duvivier/Galette Goureau, Ouest, gang members (likely from the Viv Ansanm Gang) attacked the Duvivier neighbourhood as they tried to invade the area. This was likely part of the Viv Ansanm Gang offensive launched after the Presidential Transitional Council (PTC) announced the replacement of the head of the Transitional Government, Garry Conille, by Alix Didier Fils-Aime (coded separately). The UN reported several fatalities in attacks perpetrated by gangs that happened between 11 and 15 November in Port-au-Prince and at least 150 fatalities in all violent events that happened during said week. Unspecified number of fatalities coded as 3.",3,1753945649,9401.0,12210.0,12210.0,12210.0,1,2024
1411,2024-11-18,2024,Battles,Armed clash,Kraze Barye Gang,Police Forces of Haiti (2024-),State forces-Political militia,332,Caribbean,Haiti,Ouest,Port-au-Prince,Petion Ville,Petion Ville - Academie,18.5263,-72.2496,Haiti Progres,"On 18 November 2024, in Petion Ville - Academie, Ouest, the Kraze Barye Gang attacked the Police Academy. Police forces responded and clashes with the criminals, preventing them from taking control of the academy's premises. Casualties unknown.",0,1753945649,10283.0,11250.0,11251.0,11251.0,1,2024
1412,2024-11-16,2024,Violence against civilians,Attack,Viv Ansanm Gang,Civilians (Haiti),Political militia-Civilians,332,Caribbean,Haiti,Ouest,Port-au-Prince,Port-au-Prince,Port-au-Prince - Saint Antoine/Lalue,18.5434,-72.3284,Rezo Nodwes,"On 16 November 2024, in Port-au-Prince - Saint Antoine/Lalue, Ouest, overnight, the Viv Ansanm Gang attacked residents and set fire to their houses and vehicles in the Lalue and Nazon neighborhoods (coded separately). On Poupelard Avenue, which crosses Nazon and Lalue, an unknown number of calcined corpses were found. Hundreds of families fled their homes. Unspecified number of fatalities coded as 3.",3,1753945649,25295.0,25295.0,25295.0,25295.0,1,2024
1413,2024-11-17,2024,Protests,Peaceful protest,Protesters (Haiti),,Protesters only,332,Caribbean,Haiti,Grande-Anse,Jeremie,Jeremie,Jeremie,18.65,-74.1167,Le Nouvelliste (Haiti),"On 17 November 2024, in Jeremie, Grande-Anse, the Jeremie Football Association held a march to decry poor conditions at Saint-Louis Park. Protesters called on its rehabilitation.",0,1732580120,11769.0,25919.0,34683.0,11769.0,1,2024
1414,2024-11-13,2024,Strategic developments,Other,Unidentified Armed Group (Haiti),,Political militia only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Cite Soleil,Cite Soleil,18.5783,-72.3356,SG Alert (Whatsapp),"Other: On 13 November 2024, in Cite Soleil, Ouest, gunshots were heard on the Route National #1 in Sarthe. There is no information on the circumstances or authorship of the gunshots.",0,1753945649,17876.0,18572.0,18572.0,,1,2024
1415,2024-05-10,2024,Protests,Peaceful protest,Protesters (Haiti),,Protesters only,332,Caribbean,Haiti,Ouest,Port-au-Prince,Delmas,Delmas,18.5447,-72.3028,Rezo Nodwes; Trip Foumi,"On 10 May 2024, in Delmas, Ouest, armed members of the Living Together gang-led alliance (Viv Ansanm Gang), and several hundreds members of the population including minors held a march in Delmas. The protest was likely against the deployment of a Multilateral Support Security Mission (MMSS) in Haiti. Protests on the same claims were held in Bel Air and Martissant (in Port-au-Prince) on that day (coded separately).",0,1756834665,4196.0,4196.0,4196.0,4196.0,1,2024
